#1 : frequency[Hz] = 1.00000e+09
  No.  No.     X[m]        Y[m]        Z[m]      E[V/m]     Ex[V/m]   Ex[deg]   Ey[V/m]   Ey[deg]   Ez[V/m]   Ez[deg]
   17    9   2.000e-02  -6.000e-02   2.500e-01  9.935e-01  9.914e-01   99.528  1.182e-02  168.364  6.482e-02  -92.938
   17   10   2.000e-02  -5.000e-02   2.500e-01  1.004e+00  1.002e+00   99.350  1.080e-02  135.238  6.571e-02  -91.674
   17   11   2.000e-02  -4.000e-02   2.500e-01  1.008e+00  1.006e+00   98.795  9.791e-03   94.279  6.568e-02  -89.637
   17   12   2.000e-02  -3.000e-02   2.500e-01  1.008e+00  1.006e+00   98.253  9.094e-03   44.003  6.810e-02  -86.905
   17   13   2.000e-02  -2.000e-02   2.500e-01  9.976e-01  9.949e-01   97.966  8.035e-03  -13.396  7.240e-02  -87.419
   17   14   2.000e-02  -1.000e-02   2.500e-01  9.913e-01  9.887e-01   98.969  5.701e-03  -75.532  7.171e-02  -89.753
   17   15   2.000e-02   0.000e+00   2.500e-01  1.006e+00  1.004e+00   99.568  2.570e-03 -148.384  7.064e-02  -88.024
   17   16   2.000e-02   1.000e-02   2.500e-01  1.012e+00  1.009e+00   99.297  7.633e-04   89.603  7.388e-02  -88.029
   17   17   2.000e-02   2.000e-02   2.500e-01  1.010e+00  1.007e+00   99.585  4.856e-04  -37.400  7.478e-02  -90.167
   17   18   2.000e-02   3.000e-02   2.500e-01  1.017e+00  1.014e+00   99.707  4.869e-04  145.846  7.436e-02  -91.526
   17   19   2.000e-02   4.000e-02   2.500e-01  1.017e+00  1.014e+00   99.408  9.074e-04   92.341  7.342e-02  -92.658
   17   20   2.000e-02   5.000e-02   2.500e-01  1.013e+00  1.011e+00   99.435  1.403e-03   69.263  7.159e-02  -92.910
   17   21   2.000e-02   6.000e-02   2.500e-01  1.012e+00  1.009e+00   99.167  1.472e-03   23.880  6.994e-02  -91.605
   17   22   2.000e-02   7.000e-02   2.500e-01  1.005e+00  1.003e+00   99.161  1.155e-03  -67.320  7.122e-02  -89.875
   17   23   2.000e-02   8.000e-02   2.500e-01  1.009e+00  1.007e+00   99.183  1.232e-03 -153.435  7.279e-02  -90.469
   17   24   2.000e-02   9.000e-02   2.500e-01  1.011e+00  1.009e+00   98.537  7.289e-04 -167.732  7.268e-02  -90.965
   17   25   2.000e-02   1.000e-01   2.500e-01  1.008e+00  1.005e+00   98.367  1.236e-03 -137.684  7.357e-02  -91.103
   17   26   2.000e-02   1.100e-01   2.500e-01  1.013e+00  1.010e+00   98.066  1.613e-03 -174.870  7.359e-02  -92.183
   17   27   2.000e-02   1.200e-01   2.500e-01  1.012e+00  1.009e+00   97.623  1.122e-03  142.217  7.243e-02  -92.840
   17   28   2.000e-02   1.300e-01   2.500e-01  1.010e+00  1.008e+00   97.537  9.193e-04   83.110  7.095e-02  -92.149
   17   29   2.000e-02   1.400e-01   2.500e-01  1.009e+00  1.007e+00   97.339  6.442e-04   34.955  7.072e-02  -90.918
   17   30   2.000e-02   1.500e-01   2.500e-01  1.008e+00  1.005e+00   97.410  1.187e-03  -56.867  7.126e-02  -90.673
   18    0   3.000e-02  -1.500e-01   2.500e-01  9.790e-01  9.758e-01   95.230  4.565e-03  175.869  7.869e-02   76.177
   18    1   3.000e-02  -1.400e-01   2.500e-01  9.829e-01  9.799e-01   95.612  8.771e-03  -76.582  7.563e-02   70.924
   18    2   3.000e-02  -1.300e-01   2.500e-01  9.670e-01  9.642e-01   96.603  1.478e-02  -67.346  7.153e-02   67.187
   18    3   3.000e-02  -1.200e-01   2.500e-01  9.623e-01  9.596e-01   97.659  1.551e-02  -64.881  7.088e-02   65.210
   18    4   3.000e-02  -1.100e-01   2.500e-01  9.467e-01  9.442e-01   98.445  1.522e-02  -66.537  6.678e-02   62.951
   18    5   3.000e-02  -1.000e-01   2.500e-01  9.395e-01  9.372e-01   99.749  1.401e-02  -73.029  6.458e-02   66.019
   18    6   3.000e-02  -9.000e-02   2.500e-01  9.358e-01  9.334e-01  100.438  1.331e-02  -78.756  6.524e-02   65.204
   18    7   3.000e-02  -8.000e-02   2.500e-01  9.315e-01  9.294e-01  101.417  1.393e-02  -90.905  6.112e-02   65.703
   18    8   3.000e-02  -7.000e-02   2.500e-01  9.354e-01  9.334e-01  102.124  1.452e-02 -111.803  6.013e-02   68.567
   18    9   3.000e-02  -6.000e-02   2.500e-01  9.392e-01  9.373e-01  102.799  1.461e-02 -138.829  5.865e-02   69.649
   18   10   3.000e-02  -5.000e-02   2.500e-01  9.535e-01  9.517e-01  103.096  1.417e-02 -170.666  5.653e-02   73.260
   18   11   3.000e-02  -4.000e-02   2.500e-01  9.651e-01  9.632e-01  102.787  1.317e-02  151.218  5.848e-02   79.123
   18   12   3.000e-02  -3.000e-02   2.500e-01  9.771e-01  9.748e-01  102.082  1.195e-02  101.295  6.541e-02   80.038
   18   13   3.000e-02  -2.000e-02   2.500e-01  9.713e-01  9.689e-01  100.903  1.078e-02   41.177  6.766e-02   76.098
   18   14   3.000e-02  -1.000e-02   2.500e-01  9.512e-01  9.488e-01  101.300  8.770e-03  -17.144  6.641e-02   75.583
   18   15   3.000e-02   0.000e+00   2.500e-01  9.568e-01  9.544e-01  102.450  5.174e-03  -66.930  6.793e-02   74.947
   18   16   3.000e-02   1.000e-02   2.500e-01  9.673e-01  9.649e-01  102.439  2.488e-03 -102.722  6.738e-02   73.019
   18   17   3.000e-02   2.000e-02   2.500e-01  9.658e-01  9.635e-01  102.626  2.199e-03 -149.458  6.580e-02   72.475
   18   18   3.000e-02   3.000e-02   2.500e-01  9.742e-01  9.720e-01  102.907  3.103e-03  151.153  6.465e-02   72.712
   18   19   3.000e-02   4.000e-02   2.500e-01  9.789e-01  9.769e-01  102.446  3.310e-03  102.336  6.374e-02   73.394
   18   20   3.000e-02   5.000e-02   2.500e-01  9.745e-01  9.724e-01  102.232  2.948e-03   66.446  6.319e-02   74.769
   18   21   3.000e-02   6.000e-02   2.500e-01  9.727e-01  9.706e-01  101.835  2.451e-03   22.990  6.479e-02   76.293
   18   22   3.000e-02   7.000e-02   2.500e-01  9.626e-01  9.604e-01  101.658  2.219e-03  -47.258  6.612e-02   75.429
   18   23   3.000e-02   8.000e-02   2.500e-01  9.621e-01  9.599e-01  101.882  2.276e-03 -117.581  6.559e-02   75.063
   18   24   3.000e-02   9.000e-02   2.500e-01  9.663e-01  9.641e-01  101.402  1.854e-03 -151.260  6.594e-02   75.150
   18   25   3.000e-02   1.000e-01   2.500e-01  9.626e-01  9.604e-01  101.186  1.453e-03 -152.286  6.601e-02   74.092
   18   26   3.000e-02   1.100e-01   2.500e-01  9.669e-01  9.646e-01  100.990  1.244e-03 -174.403  6.548e-02   73.566
   18   27   3.000e-02   1.200e-01   2.500e-01  9.679e-01  9.657e-01  100.527  4.747e-04  100.880  6.490e-02   73.974
   18   28   3.000e-02   1.300e-01   2.500e-01  9.652e-01  9.630e-01  100.314  9.453e-04   31.611  6.575e-02   74.557
   18   29   3.000e-02   1.400e-01   2.500e-01  9.636e-01  9.613e-01  100.059  8.800e-04   -0.557  6.686e-02   74.344
   18   30   3.000e-02   1.500e-01   2.500e-01  9.606e-01  9.582e-01  100.106  1.392e-03  -50.105  6.694e-02   73.962
   19    0   4.000e-02  -1.500e-01   2.500e-01  9.590e-01  9.570e-01   97.532  9.510e-03 -127.195  6.161e-02 -108.892
   19    1   4.000e-02  -1.400e-01   2.500e-01  9.607e-01  9.594e-01   98.377  1.186e-02  -36.998  4.802e-02 -105.396
   19    2   4.000e-02  -1.300e-01   2.500e-01  9.320e-01  9.309e-01   98.904  1.744e-02  -18.078  4.225e-02 -107.830
   19    3   4.000e-02  -1.200e-01   2.500e-01  9.198e-01  9.190e-01   99.972  1.563e-02  -11.668  3.496e-02 -111.488
   19    4   4.000e-02  -1.100e-01   2.500e-01  8.969e-01  8.963e-01  100.589  1.394e-02  -12.398  3.217e-02 -103.168
   19    5   4.000e-02  -1.000e-01   2.500e-01  8.786e-01  8.779e-01  101.960  1.246e-02  -16.930  3.185e-02 -102.332
   19    6   4.000e-02  -9.000e-02   2.500e-01  8.668e-01  8.662e-01  102.867  1.219e-02  -21.725  2.924e-02  -94.073
   19    7   4.000e-02  -8.000e-02   2.500e-01  8.565e-01  8.558e-01  104.069  1.311e-02  -32.788  3.186e-02  -86.582
   19    8   4.000e-02  -7.000e-02   2.500e-01  8.552e-01  8.544e-01  105.015  1.413e-02  -52.406  3.339e-02  -82.230
   19    9   4.000e-02  -6.000e-02   2.500e-01  8.541e-01  8.532e-01  106.034  1.457e-02  -80.398  3.677e-02  -75.772
   19   10   4.000e-02  -5.000e-02   2.500e-01  8.672e-01  8.659e-01  106.849  1.442e-02 -114.386  4.402e-02  -73.344
   19   11   4.000e-02  -4.000e-02   2.500e-01  8.812e-01  8.796e-01  106.999  1.409e-02 -154.166  5.127e-02  -80.431
   19   12   4.000e-02  -3.000e-02   2.500e-01  9.022e-01  9.007e-01  106.647  1.330e-02  156.273  4.945e-02  -89.650
   19   13   4.000e-02  -2.000e-02   2.500e-01  9.106e-01  9.094e-01  104.865  1.165e-02   97.646  4.465e-02  -90.102
   19   14   4.000e-02  -1.000e-02   2.500e-01  8.867e-01  8.855e-01  104.093  9.340e-03   40.086  4.434e-02  -88.850
   19   15   4.000e-02   0.000e+00   2.500e-01  8.780e-01  8.769e-01  105.274  6.591e-03   -2.705  4.368e-02  -88.635
   19   16   4.000e-02   1.000e-02   2.500e-01  8.873e-01  8.862e-01  105.600  5.565e-03  -30.044  4.361e-02  -87.477
   19   17   4.000e-02   2.000e-02   2.500e-01  8.838e-01  8.827e-01  105.728  5.780e-03  -71.632  4.450e-02  -86.954
   19   18   4.000e-02   3.000e-02   2.500e-01  8.902e-01  8.890e-01  106.412  5.691e-03 -129.360  4.505e-02  -87.873
   19   19   4.000e-02   4.000e-02   2.500e-01  9.008e-01  8.997e-01  106.117  5.260e-03  173.041  4.457e-02  -88.399
   19   20   4.000e-02   5.000e-02   2.500e-01  8.998e-01  8.987e-01  105.673  5.032e-03  124.957  4.504e-02  -88.321
   19   21   4.000e-02   6.000e-02   2.500e-01  8.994e-01  8.983e-01  105.071  4.260e-03   80.812  4.465e-02  -89.566
   19   22   4.000e-02   7.000e-02   2.500e-01  8.870e-01  8.859e-01  104.598  2.894e-03   21.227  4.390e-02  -88.635
   19   23   4.000e-02   8.000e-02   2.500e-01  8.812e-01  8.801e-01  104.925  2.302e-03  -54.940  4.469e-02  -88.011
   19   24   4.000e-02   9.000e-02   2.500e-01  8.852e-01  8.840e-01  104.701  2.624e-03  -89.456  4.491e-02  -88.757
   19   25   4.000e-02   1.000e-01   2.500e-01  8.806e-01  8.795e-01  104.501  3.007e-03 -106.164  4.463e-02  -88.896
   19   26   4.000e-02   1.100e-01   2.500e-01  8.837e-01  8.826e-01  104.496  2.753e-03 -140.978  4.449e-02  -88.712
   19   27   4.000e-02   1.200e-01   2.500e-01  8.868e-01  8.857e-01  104.110  1.794e-03  158.786  4.526e-02  -88.857
   19   28   4.000e-02   1.300e-01   2.500e-01  8.848e-01  8.836e-01  103.722  1.936e-03   99.314  4.537e-02  -89.493
   19   29   4.000e-02   1.400e-01   2.500e-01  8.833e-01  8.821e-01  103.348  1.500e-03   60.266  4.506e-02  -89.582
   19   30   4.000e-02   1.500e-01   2.500e-01  8.789e-01  8.777e-01  103.312  1.904e-03   -8.378  4.514e-02  -89.240
   20    0   5.000e-02  -1.500e-01   2.500e-01  9.463e-01  9.459e-01   99.813  1.227e-02  -55.374  2.336e-02  -25.601
   20    1   5.000e-02  -1.400e-01   2.500e-01  9.357e-01  9.355e-01  101.001  1.399e-02   24.844  5.992e-03  -22.750
   20    2   5.000e-02  -1.300e-01   2.500e-01  8.998e-01  8.995e-01  100.377  1.666e-02   50.604  1.619e-02  -95.934
   20    3   5.000e-02  -1.200e-01   2.500e-01  8.805e-01  8.802e-01  101.430  1.051e-02   63.928  2.059e-02 -104.557
   20    4   5.000e-02  -1.100e-01   2.500e-01  8.471e-01  8.469e-01  101.804  6.757e-03   59.131  2.003e-02  -93.919
   20    5   5.000e-02  -1.000e-01   2.500e-01  8.156e-01  8.153e-01  102.944  5.487e-03   53.506  1.997e-02  -96.297
   20    6   5.000e-02  -9.000e-02   2.500e-01  7.913e-01  7.911e-01  103.781  5.735e-03   45.318  1.637e-02  -92.720
   20    7   5.000e-02  -8.000e-02   2.500e-01  7.696e-01  7.694e-01  105.065  7.033e-03   31.468  1.571e-02  -87.771
   20    8   5.000e-02  -7.000e-02   2.500e-01  7.594e-01  7.592e-01  106.203  8.887e-03    8.341  1.403e-02  -89.388
   20    9   5.000e-02  -6.000e-02   2.500e-01  7.497e-01  7.495e-01  107.523  1.023e-02  -25.467  9.943e-03  -88.691
   20   10   5.000e-02  -5.000e-02   2.500e-01  7.570e-01  7.569e-01  108.957  1.106e-02  -64.366  8.401e-03  -42.546
   20   11   5.000e-02  -4.000e-02   2.500e-01  7.687e-01  7.684e-01  109.636  1.200e-02 -106.415  1.679e-02  -42.949
   20   12   5.000e-02  -3.000e-02   2.500e-01  7.927e-01  7.924e-01  110.021  1.201e-02 -154.348  1.846e-02  -65.136
   20   13   5.000e-02  -2.000e-02   2.500e-01  8.173e-01  8.171e-01  108.199  9.610e-03  151.260  1.449e-02  -73.777
   20   14   5.000e-02  -1.000e-02   2.500e-01  8.002e-01  8.000e-01  106.152  6.089e-03   94.712  1.246e-02  -69.148
   20   15   5.000e-02   0.000e+00   2.500e-01  7.798e-01  7.797e-01  106.910  3.864e-03   61.161  1.184e-02  -63.677
   20   16   5.000e-02   1.000e-02   2.500e-01  7.857e-01  7.856e-01  107.592  5.082e-03   43.038  1.186e-02  -57.695
   20   17   5.000e-02   2.000e-02   2.500e-01  7.810e-01  7.808e-01  107.465  6.480e-03    1.260  1.374e-02  -53.389
   20   18   5.000e-02   3.000e-02   2.500e-01  7.799e-01  7.797e-01  108.417  5.619e-03  -53.932  1.583e-02  -59.277
   20   19   5.000e-02   4.000e-02   2.500e-01  7.913e-01  7.912e-01  108.642  4.257e-03 -121.791  1.535e-02  -65.988
   20   20   5.000e-02   5.000e-02   2.500e-01  7.957e-01  7.956e-01  108.223  4.468e-03  172.912  1.464e-02  -67.244
   20   21   5.000e-02   6.000e-02   2.500e-01  7.995e-01  7.994e-01  107.447  4.375e-03  126.887  1.341e-02  -68.520
   20   22   5.000e-02   7.000e-02   2.500e-01  7.881e-01  7.880e-01  106.551  2.855e-03   82.577  1.214e-02  -62.570
   20   23   5.000e-02   8.000e-02   2.500e-01  7.776e-01  7.775e-01  106.839  1.194e-03   29.874  1.278e-02  -55.647
   20   24   5.000e-02   9.000e-02   2.500e-01  7.800e-01  7.799e-01  106.895  1.417e-03  -17.061  1.393e-02  -53.711
   20   25   5.000e-02   1.000e-01   2.500e-01  7.750e-01  7.749e-01  106.656  2.639e-03  -52.228  1.483e-02  -54.611
   20   26   5.000e-02   1.100e-01   2.500e-01  7.750e-01  7.749e-01  106.845  3.341e-03  -96.600  1.506e-02  -55.594
   20   27   5.000e-02   1.200e-01   2.500e-01  7.789e-01  7.787e-01  106.696  2.997e-03 -142.226  1.534e-02  -56.439
   20   28   5.000e-02   1.300e-01   2.500e-01  7.795e-01  7.793e-01  106.222  2.599e-03  173.826  1.475e-02  -56.832
   20   29   5.000e-02   1.400e-01   2.500e-01  7.798e-01  7.797e-01  105.732  1.562e-03  135.830  1.393e-02  -55.589
   20   30   5.000e-02   1.500e-01   2.500e-01  7.751e-01  7.749e-01  105.549  1.703e-03   40.015  1.384e-02  -53.033
   21    0   6.000e-02  -1.500e-01   2.500e-01  8.955e-01  8.935e-01  103.530  1.106e-02   19.178  5.848e-02   89.325
   21    1   6.000e-02  -1.400e-01   2.500e-01  8.707e-01  8.695e-01  104.229  1.129e-02   95.629  4.539e-02   97.321
   21    2   6.000e-02  -1.300e-01   2.500e-01  8.452e-01  8.441e-01  102.238  1.057e-02  138.191  4.166e-02   59.782
   21    3   6.000e-02  -1.200e-01   2.500e-01  8.191e-01  8.170e-01  103.457  4.948e-03 -153.402  5.755e-02   57.797
   21    4   6.000e-02  -1.100e-01   2.500e-01  7.743e-01  7.712e-01  103.186  2.690e-03  -98.431  6.926e-02   61.052
   21    5   6.000e-02  -1.000e-01   2.500e-01  7.330e-01  7.294e-01  103.932  1.535e-03 -126.156  7.255e-02   65.275
   21    6   6.000e-02  -9.000e-02   2.500e-01  6.998e-01  6.955e-01  104.347  7.443e-04 -116.498  7.726e-02   67.051
   21    7   6.000e-02  -8.000e-02   2.500e-01  6.693e-01  6.645e-01  105.078  1.037e-04   80.208  7.969e-02   66.173
   21    8   6.000e-02  -7.000e-02   2.500e-01  6.499e-01  6.451e-01  105.817  2.412e-03   49.131  7.927e-02   63.926
   21    9   6.000e-02  -6.000e-02   2.500e-01  6.289e-01  6.244e-01  106.930  4.953e-03    8.896  7.494e-02   64.524
   21   10   6.000e-02  -5.000e-02   2.500e-01  6.254e-01  6.205e-01  108.940  6.658e-03  -31.577  7.770e-02   67.225
   21   11   6.000e-02  -4.000e-02   2.500e-01  6.311e-01  6.260e-01  110.300  7.914e-03  -75.271  8.001e-02   63.471
   21   12   6.000e-02  -3.000e-02   2.500e-01  6.509e-01  6.466e-01  111.758  8.235e-03 -127.684  7.426e-02   61.564
   21   13   6.000e-02  -2.000e-02   2.500e-01  6.869e-01  6.832e-01  110.490  6.403e-03  168.296  7.131e-02   64.655
   21   14   6.000e-02  -1.000e-02   2.500e-01  6.841e-01  6.803e-01  107.178  3.746e-03   85.650  7.234e-02   66.888
   21   15   6.000e-02   0.000e+00   2.500e-01  6.565e-01  6.524e-01  106.970  1.723e-03  -10.407  7.360e-02   67.729
   21   16   6.000e-02   1.000e-02   2.500e-01  6.557e-01  6.513e-01  108.165  1.081e-03  139.706  7.562e-02   68.645
   21   17   6.000e-02   2.000e-02   2.500e-01  6.539e-01  6.491e-01  107.904  3.141e-03   62.513  7.885e-02   67.505
   21   18   6.000e-02   3.000e-02   2.500e-01  6.470e-01  6.422e-01  108.769  3.176e-03   -2.259  7.879e-02   64.962
   21   19   6.000e-02   4.000e-02   2.500e-01  6.537e-01  6.492e-01  109.551  2.331e-03  -81.455  7.671e-02   64.423
   21   20   6.000e-02   5.000e-02   2.500e-01  6.611e-01  6.568e-01  109.451  2.783e-03 -163.317  7.530e-02   64.911
   21   21   6.000e-02   6.000e-02   2.500e-01  6.701e-01  6.660e-01  108.637  2.912e-03  143.757  7.444e-02   66.173
   21   22   6.000e-02   7.000e-02   2.500e-01  6.629e-01  6.587e-01  107.172  1.564e-03   91.842  7.498e-02   67.421
   21   23   6.000e-02   8.000e-02   2.500e-01  6.488e-01  6.444e-01  107.209  4.445e-04  -94.480  7.606e-02   67.804
   21   24   6.000e-02   9.000e-02   2.500e-01  6.486e-01  6.440e-01  107.610  9.332e-04 -162.799  7.718e-02   67.365
   21   25   6.000e-02   1.000e-01   2.500e-01  6.449e-01  6.402e-01  107.344  1.902e-04  -88.803  7.744e-02   66.446
   21   26   6.000e-02   1.100e-01   2.500e-01  6.420e-01  6.373e-01  107.621  1.709e-03  -88.873  7.698e-02   65.766
   21   27   6.000e-02   1.200e-01   2.500e-01  6.446e-01  6.401e-01  107.783  2.400e-03 -127.172  7.596e-02   65.445
   21   28   6.000e-02   1.300e-01   2.500e-01  6.477e-01  6.434e-01  107.379  2.431e-03 -163.039  7.506e-02   66.069
   21   29   6.000e-02   1.400e-01   2.500e-01  6.509e-01  6.466e-01  106.843  1.389e-03  159.540  7.466e-02   67.011
   21   30   6.000e-02   1.500e-01   2.500e-01  6.471e-01  6.428e-01  106.427  1.721e-03   59.037  7.504e-02   67.425
   22    0   7.000e-02  -1.500e-01   2.500e-01  8.396e-01  8.353e-01  106.561  7.393e-03   93.417  8.452e-02 -104.898
   22    1   7.000e-02  -1.400e-01   2.500e-01  8.159e-01  8.113e-01  106.359  6.327e-03  162.391  8.642e-02  -99.987
   22    2   7.000e-02  -1.300e-01   2.500e-01  8.079e-01  8.057e-01  104.360  4.524e-03 -123.259  5.858e-02  -92.905
   22    3   7.000e-02  -1.200e-01   2.500e-01  7.637e-01  7.619e-01  106.116  3.522e-03   -8.630  5.204e-02 -128.146
   22    4   7.000e-02  -1.100e-01   2.500e-01  7.065e-01  7.030e-01  105.048  4.194e-03  147.944  7.047e-02 -138.165
   22    5   7.000e-02  -1.000e-01   2.500e-01  6.447e-01  6.389e-01  106.437  9.367e-03 -175.666  8.591e-02 -138.100
   22    6   7.000e-02  -9.000e-02   2.500e-01  5.962e-01  5.891e-01  107.277  4.276e-03  163.446  9.119e-02 -138.784
   22    7   7.000e-02  -8.000e-02   2.500e-01  5.660e-01  5.585e-01  107.494  1.659e-03   63.082  9.158e-02 -141.353
   22    8   7.000e-02  -7.000e-02   2.500e-01  5.465e-01  5.399e-01  107.414  2.155e-03   41.211  8.483e-02 -142.371
   22    9   7.000e-02  -6.000e-02   2.500e-01  5.239e-01  5.173e-01  107.481  4.131e-03   22.024  8.282e-02 -139.148
   22   10   7.000e-02  -5.000e-02   2.500e-01  5.105e-01  5.037e-01  109.128  6.047e-03  -16.216  8.301e-02 -140.137
   22   11   7.000e-02  -4.000e-02   2.500e-01  5.058e-01  4.998e-01  110.816  7.964e-03  -61.622  7.777e-02 -139.447
   22   12   7.000e-02  -3.000e-02   2.500e-01  5.162e-01  5.102e-01  113.428  9.870e-03 -114.836  7.775e-02 -135.537
   22   13   7.000e-02  -2.000e-02   2.500e-01  5.549e-01  5.488e-01  113.576  1.021e-02 -175.928  8.120e-02 -134.932
   22   14   7.000e-02  -1.000e-02   2.500e-01  5.686e-01  5.625e-01  109.713  8.713e-03  116.413  8.245e-02 -135.795
   22   15   7.000e-02   0.000e+00   2.500e-01  5.444e-01  5.379e-01  108.021  6.456e-03   47.570  8.340e-02 -135.719
   22   16   7.000e-02   1.000e-02   2.500e-01  5.351e-01  5.282e-01  109.221  3.944e-03   -3.293  8.555e-02 -136.907
   22   17   7.000e-02   2.000e-02   2.500e-01  5.334e-01  5.267e-01  109.137  2.600e-03   -7.866  8.434e-02 -139.085
   22   18   7.000e-02   3.000e-02   2.500e-01  5.246e-01  5.182e-01  109.746  3.439e-03  -24.122  8.158e-02 -138.863
   22   19   7.000e-02   4.000e-02   2.500e-01  5.256e-01  5.193e-01  110.836  3.381e-03  -74.829  8.114e-02 -137.621
   22   20   7.000e-02   5.000e-02   2.500e-01  5.325e-01  5.262e-01  111.280  3.604e-03 -144.376  8.168e-02 -136.672
   22   21   7.000e-02   6.000e-02   2.500e-01  5.454e-01  5.391e-01  110.769  4.192e-03  155.244  8.251e-02 -136.108
   22   22   7.000e-02   7.000e-02   2.500e-01  5.450e-01  5.386e-01  108.861  3.615e-03   99.986  8.310e-02 -135.830
   22   23   7.000e-02   8.000e-02   2.500e-01  5.312e-01  5.246e-01  108.321  1.845e-03   30.611  8.357e-02 -135.958
   22   24   7.000e-02   9.000e-02   2.500e-01  5.269e-01  5.203e-01  108.899  1.161e-03  -72.240  8.313e-02 -136.615
   22   25   7.000e-02   1.000e-01   2.500e-01  5.242e-01  5.177e-01  108.743  1.201e-03 -117.178  8.207e-02 -137.053
   22   26   7.000e-02   1.100e-01   2.500e-01  5.202e-01  5.138e-01  109.024  1.626e-03 -117.862  8.110e-02 -137.026
   22   27   7.000e-02   1.200e-01   2.500e-01  5.210e-01  5.147e-01  109.450  2.565e-03 -142.653  8.084e-02 -136.524
   22   28   7.000e-02   1.300e-01   2.500e-01  5.257e-01  5.193e-01  109.308  3.162e-03 -169.109  8.142e-02 -136.240
   22   29   7.000e-02   1.400e-01   2.500e-01  5.314e-01  5.250e-01  108.907  2.323e-03  154.094  8.226e-02 -136.160
   22   30   7.000e-02   1.500e-01   2.500e-01  5.302e-01  5.237e-01  108.259  2.818e-03   84.425  8.255e-02 -136.263
   23    0   8.000e-02  -1.500e-01   2.500e-01  7.953e-01  7.931e-01  109.923  3.727e-03  152.972  5.951e-02   71.508
   23    1   8.000e-02  -1.400e-01   2.500e-01  7.777e-01  7.754e-01  109.466  3.928e-03  178.674  6.025e-02   71.825
   23    2   8.000e-02  -1.300e-01   2.500e-01  7.743e-01  7.712e-01  108.555  4.923e-03  162.806  6.883e-02   83.630
   23    3   8.000e-02  -1.200e-01   2.500e-01  7.010e-01  6.994e-01  110.159  1.677e-02 -174.578  4.412e-02  110.584
   23    4   8.000e-02  -1.100e-01   2.500e-01  6.256e-01  6.242e-01  108.209  4.030e-02 -129.307  1.348e-02   74.281
   23    5   8.000e-02  -1.000e-01   2.500e-01  4.772e-01  4.742e-01  109.621  4.806e-02 -112.478  2.378e-02    9.661
   23    6   8.000e-02  -9.000e-02   2.500e-01  3.771e-01  3.750e-01  109.921  1.962e-02 -121.339  3.446e-02    9.267
   23    7   8.000e-02  -8.000e-02   2.500e-01  3.564e-01  3.549e-01  109.730  4.158e-03  161.519  3.203e-02   11.550
   23    8   8.000e-02  -7.000e-02   2.500e-01  3.476e-01  3.461e-01  109.150  4.420e-03  108.230  3.171e-02   25.555
   23    9   8.000e-02  -6.000e-02   2.500e-01  3.371e-01  3.352e-01  108.372  6.238e-03   78.569  3.444e-02   28.255
   23   10   8.000e-02  -5.000e-02   2.500e-01  3.269e-01  3.251e-01  108.918  8.260e-03   37.452  3.337e-02   32.254
   23   11   8.000e-02  -4.000e-02   2.500e-01  3.205e-01  3.182e-01  109.934  1.103e-02   -7.689  3.613e-02   37.022
   23   12   8.000e-02  -3.000e-02   2.500e-01  3.191e-01  3.165e-01  112.653  1.407e-02  -56.908  3.830e-02   34.851
   23   13   8.000e-02  -2.000e-02   2.500e-01  3.391e-01  3.366e-01  114.578  1.460e-02 -111.478  3.773e-02   33.550
   23   14   8.000e-02  -1.000e-02   2.500e-01  3.555e-01  3.532e-01  111.788  1.216e-02 -172.156  3.837e-02   34.772
   23   15   8.000e-02   0.000e+00   2.500e-01  3.467e-01  3.442e-01  109.329  8.861e-03  125.142  4.013e-02   32.883
   23   16   8.000e-02   1.000e-02   2.500e-01  3.384e-01  3.361e-01  109.804  6.317e-03   77.936  3.910e-02   30.163
   23   17   8.000e-02   2.000e-02   2.500e-01  3.366e-01  3.345e-01  109.721  5.314e-03   53.897  3.789e-02   31.649
   23   18   8.000e-02   3.000e-02   2.500e-01  3.311e-01  3.288e-01  109.936  5.508e-03   24.290  3.874e-02   32.771
   23   19   8.000e-02   4.000e-02   2.500e-01  3.289e-01  3.265e-01  110.834  5.012e-03  -24.740  3.932e-02   32.183
   23   20   8.000e-02   5.000e-02   2.500e-01  3.310e-01  3.286e-01  111.662  5.409e-03  -87.525  3.934e-02   31.894
   23   21   8.000e-02   6.000e-02   2.500e-01  3.395e-01  3.372e-01  111.861  6.336e-03 -143.309  3.949e-02   32.431
   23   22   8.000e-02   7.000e-02   2.500e-01  3.436e-01  3.412e-01  110.242  6.013e-03  165.511  4.009e-02   32.399
   23   23   8.000e-02   8.000e-02   2.500e-01  3.371e-01  3.347e-01  109.254  4.094e-03  116.942  3.989e-02   31.671
   23   24   8.000e-02   9.000e-02   2.500e-01  3.331e-01  3.308e-01  109.599  2.062e-03   78.832  3.910e-02   31.931
   23   25   8.000e-02   1.000e-01   2.500e-01  3.315e-01  3.293e-01  109.489  8.924e-04   50.204  3.850e-02   32.846
   23   26   8.000e-02   1.100e-01   2.500e-01  3.287e-01  3.265e-01  109.668  8.789e-04  -35.251  3.843e-02   33.722
   23   27   8.000e-02   1.200e-01   2.500e-01  3.283e-01  3.260e-01  110.149  2.241e-03  -96.373  3.865e-02   33.970
